,id,ada2015,ada2016,adp2015,averagedailyparticipation2016,chicago2015,chicago2016,claimcalendarmonth2015,claimcalendaryear2015,claimcalendaryear2016,daysclaimed2015,daysclaimed2016,eligibleforfreeandreduced2016,eligibles2015,enrol2015,enrol2016,federalfiscalyear2015,freeandreducedmealcount2016,freeeligibles2016,freemealcount2016,mealcount2015,paideligibles2016,paidmealcount2016,programyear2015,programyear2016,reducedeligibles2016,reducedmealcount2016,sitenumber2015,sitenumber2016,sitezipplus42016,statefiscalyear2015,zip2015,zipplus42015,fulladdress2015_x,fulladdress2016_x,fulladdress2015_y,fulladdress2016_y,fulladdress2015,fulladdress2016,id_adr,Input,Coordinates,Lat,Lng
0,10698,111.0,89.0,16.761904761904763,33.29065934,1.0,1.0,6.714285714285714,2014.6190476190477,2015.625,16.952380952380953,11.125,68.0,47.333333333333336,124.38095238095238,94.875,2015.0,366.125,66.125,365.875,274.6666666666667,0.0,0.0,2015.047619047619,2016.0,1.875,0.25,10698.0,10698.0,2532.0,2015.095238095238,60620.0,2532.0,"7901 S Sangamon St, Chicago IL, 60620","7901 S Sangamon St, Chicago IL, 60620","7901 S Sangamon St, Chicago IL, 60620","7901 S Sangamon St, Chicago IL, 60620","7901 S Sangamon St, Chicago IL, 60620","7901 S Sangamon St, Chicago IL, 60620","7901ssangamonst,chicagoil,60620","7901 S Sangamon St, Chicago IL, 60620","41.7503284,-87.64707349999998",41.7503284,-87.64707349999998
1,10702,1020.4545454545455,1019.125,147.4090909090909,289.455244125,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.818181818181817,19.0,1088.375,724.2352941176471,1119.2727272727273,1088.375,2015.0,5408.25,1088.375,5408.25,2525.8636363636365,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10702.0,10702.0,3162.0,2015.1818181818182,60659.0,3162.0,"3900 W Peterson Ave, Chicago IL, 60659","3900 W Peterson Ave, Chicago IL, 60659","3900 W Peterson Ave, Chicago IL, 60659","3900 W Peterson Ave, Chicago IL, 60659","3900 W Peterson Ave, Chicago IL, 60659","3900 W Peterson Ave, Chicago IL, 60659","3900wpetersonave,chicagoil,60659","3900 W Peterson Ave, Chicago IL, 60659","41.9908915,-87.72756849999996",41.9908915,-87.72756849999996
2,10704,494.5,471.25,20.566666666666666,47.982607252499996,1.0,1.0,6.5,2014.7,2015.625,17.4,18.25,151.625,182.7,529.1,510.125,2015.0,868.0,118.75,809.25,367.8333333333333,360.875,120.5,2015.1,2016.0,32.875,58.75,10704.0,10704.0,4602.0,2015.2,60618.0,4602.0,"3633 N California Ave, Chicago IL, 60618","3633 N California Ave, Chicago IL, 60618","3633 N California Ave, Chicago IL, 60618","3633 N California Ave, Chicago IL, 60618","3633 N California Ave, Chicago IL, 60618","3633 N California Ave, Chicago IL, 60618","3633ncaliforniaave,chicagoil,60618","3633 N California Ave, Chicago IL, 60618","41.9480946,-87.6973069",41.9480946,-87.6973069
3,10705,82.0,32.857142857142854,9.166666666666666,12.657596371428571,1.0,1.0,6.888888888888889,2014.611111111111,2015.5714285714287,16.5,18.142857142857142,26.142857142857142,36.666666666666664,87.44444444444444,36.714285714285715,2015.0,229.0,26.142857142857142,229.0,155.55555555555554,0.0,0.0,2015.0555555555557,2016.0,0.0,0.0,10705.0,10705.0,2616.0,2015.111111111111,60615.0,2616.0,"4930 S Cottage Grove Ave, Chicago IL, 60615","4930 S Cottage Grove Ave, Chicago IL, 60615","4930 S Cottage Grove Ave, Chicago IL, 60615","4930 S Cottage Grove Ave, Chicago IL, 60615","4930 S Cottage Grove Ave, Chicago IL, 60615","4930 S Cottage Grove Ave, Chicago IL, 60615","4930scottagegroveave,chicagoil,60615","4930 S Cottage Grove Ave, Chicago IL, 60615","41.8049928,-87.60716439999999",41.8049928,-87.60716439999999
4,10722,124.83333333333333,96.0,24.833333333333332,34.65351890875,1.0,1.0,6.75,2014.6666666666667,2015.625,16.5,18.0,55.75,72.58333333333333,136.08333333333334,101.75,2015.0,622.375,55.75,622.375,409.4166666666667,0.0,0.0,2015.0833333333333,2016.0,0.0,0.0,10722.0,10722.0,6022.0,2015.1666666666667,60617.0,6022.0,"10155 S Ewing Ave, Chicago IL, 60617","10155 S Ewing Ave, Chicago IL, 60617","10155 S Ewing Ave, Chicago IL, 60617","10155 S Ewing Ave, Chicago IL, 60617","10155 S Ewing Ave, Chicago IL, 60617","10155 S Ewing Ave, Chicago IL, 60617","10155sewingave,chicagoil,60617","10155 S Ewing Ave, Chicago IL, 60617","41.7106001,-87.53468099999998",41.7106001,-87.53468099999998
5,10770,149.0,161.75,34.18181818181818,60.550059355,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.181818181818183,15.375,166.5,104.94117647058823,162.1818181818182,166.5,2015.0,1063.75,166.5,1063.75,560.8636363636364,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10770.0,10770.0,6165.0,2015.1818181818182,60609.0,6165.0,"900 W Garfield Blvd, Chicago IL, 60609","900 W Garfield Blvd, Chicago IL, 60609","900 W Garfield Blvd, Chicago IL, 60609","900 W Garfield Blvd, Chicago IL, 60609","900 W Garfield Blvd, Chicago IL, 60609","900 W Garfield Blvd, Chicago IL, 60609","900wgarfieldblvd,chicagoil,60609","900 W Garfield Blvd, Chicago IL, 60609","41.7945273,-87.64799269999997",41.7945273,-87.64799269999997
6,10778,213.72727272727272,241.0,11.484848484848484,44.28266376625,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,15.636363636363637,18.25,178.625,82.21212121212122,227.27272727272728,251.625,2015.0,801.875,125.25,716.375,191.78787878787878,75.625,92.0,2015.090909090909,2016.0,53.375,85.5,10778.0,10778.0,3630.0,2015.1818181818182,60632.0,3630.0,"4839 S Harding Ave, Chicago IL, 60632","4839 S Harding Ave, Chicago IL, 60632","4839 S Harding Ave, Chicago IL, 60632","4839 S Harding Ave, Chicago IL, 60632","4839 S Harding Ave, Chicago IL, 60632","4839 S Harding Ave, Chicago IL, 60632","4839shardingave,chicagoil,60632","4839 S Harding Ave, Chicago IL, 60632","41.8047025,-87.72192029999997",41.8047025,-87.72192029999997
7,10781,160.8181818181818,174.5,15.5,27.262167827500004,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.181818181818183,17.875,186.75,115.23529411764706,178.0909090909091,186.75,2015.0,487.375,186.75,487.375,267.54545454545456,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10781.0,10781.0,3414.0,2015.1818181818182,60623.0,3414.0,"2235 S Albany Ave, Chicago IL, 60623","2235 S Albany Ave, Chicago IL, 60623","2235 S Albany Ave, Chicago IL, 60623","2235 S Albany Ave, Chicago IL, 60623","2235 S Albany Ave, Chicago IL, 60623","2235 S Albany Ave, Chicago IL, 60623","2235salbanyave,chicagoil,60623","2235 S Albany Ave, Chicago IL, 60623","41.8504839,-87.70250429999999",41.8504839,-87.70250429999999
8,10793,189.41666666666666,209.5,38.541666666666664,80.49385504125,1.0,1.0,6.5,2014.75,2015.625,16.333333333333332,18.25,217.125,139.55555555555554,209.33333333333334,217.125,2015.0,1469.875,217.125,1469.875,648.4166666666666,0.0,0.0,2015.0833333333333,2016.0,0.0,0.0,10793.0,10793.0,3638.0,2015.25,60623.0,3638.0,"4223 W 25th St, Chicago IL, 60623","4223 W 25th St, Chicago IL, 60623","4223 W 25th St, Chicago IL, 60623","4223 W 25th St, Chicago IL, 60623","4223 W 25th St, Chicago IL, 60623","4223 W 25th St, Chicago IL, 60623","4223w25thst,chicagoil,60623","4223 W 25th St, Chicago IL, 60623","41.8457328,-87.73022889999999",41.8457328,-87.73022889999999
9,10794,247.72727272727272,253.75,111.72727272727273,185.57056513749998,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.09090909090909,18.875,279.0,163.72222222222223,267.90909090909093,279.0,2015.0,3510.375,279.0,3510.375,1813.3636363636363,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10794.0,10794.0,4815.0,2015.1818181818182,60620.0,4815.0,"8734 S Paulina St, Chicago IL, 60620","8734 S Paulina St, Chicago IL, 60620","8734 S Paulina St, Chicago IL, 60620","8734 S Paulina St, Chicago IL, 60620","8734 S Paulina St, Chicago IL, 60620","8734 S Paulina St, Chicago IL, 60620","8734spaulinast,chicagoil,60620","8734 S Paulina St, Chicago IL, 60620","41.7346313,-87.6658114",41.7346313,-87.6658114
10,10797,258.3636363636364,283.125,4.757575757575758,19.56918875,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,15.909090909090908,18.375,136.75,92.81818181818181,273.0,296.0,2015.0,359.0,98.125,333.5,84.42424242424242,161.625,31.875,2015.090909090909,2016.0,38.625,25.5,10797.0,10797.0,5114.0,2015.1818181818182,60634.0,5114.0,"3131 N Mason Ave, Chicago IL, 60634","3131 N Mason Ave, Chicago IL, 60634","3131 N Mason Ave, Chicago IL, 60634","3131 N Mason Ave, Chicago IL, 60634","3131 N Mason Ave, Chicago IL, 60634","3131 N Mason Ave, Chicago IL, 60634","3131nmasonave,chicagoil,60634","3131 N Mason Ave, Chicago IL, 60634","41.9376152,-87.77459729999998",41.9376152,-87.77459729999998
11,10798,200.63636363636363,185.375,25.954545454545453,50.50529725,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,15.818181818181818,18.25,196.375,129.33333333333334,211.63636363636363,196.375,2015.0,917.125,196.375,917.125,415.59090909090907,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10798.0,10798.0,2504.0,2015.1818181818182,60632.0,2504.0,"4325 S Richmond St, Chicago IL, 60632","4325 S Richmond St, Chicago IL, 60632","4325 S Richmond St, Chicago IL, 60632","4325 S Richmond St, Chicago IL, 60632","4325 S Richmond St, Chicago IL, 60632","4325 S Richmond St, Chicago IL, 60632","4325srichmondst,chicagoil,60632","4325 S Richmond St, Chicago IL, 60632","41.81493409999999,-87.69774589999997",41.81493409999999,-87.69774589999997
12,10799,95.63157894736842,83.5,12.68421052631579,22.563483386250002,1.0,1.0,6.157894736842105,2014.6842105263158,2015.625,16.157894736842106,18.125,45.625,35.36842105263158,98.36842105263158,86.125,2015.0,405.75,41.125,376.5,207.52631578947367,5.75,20.875,2015.0526315789473,2016.0,4.5,29.25,10799.0,10799.0,1396.0,2015.0526315789473,60633.0,1396.0,"13110 S Baltimore Ave, Chicago IL, 60633","13110 S Baltimore Ave, Chicago IL, 60633","13110 S Baltimore Ave, Chicago IL, 60633","13110 S Baltimore Ave, Chicago IL, 60633","13110 S Baltimore Ave, Chicago IL, 60633","13110 S Baltimore Ave, Chicago IL, 60633","13110sbaltimoreave,chicagoil,60633","13110 S Baltimore Ave, Chicago IL, 60633","41.6568912,-87.54759469999999",41.6568912,-87.54759469999999
13,10802,181.1904761904762,175.25,6.0,12.386017126125,1.0,1.0,6.476190476190476,2014.7142857142858,2015.625,15.952380952380953,18.625,63.125,43.333333333333336,191.0952380952381,183.75,2015.0,230.75,28.75,199.125,101.0952380952381,45.75,5.0,2015.095238095238,2016.0,34.375,31.625,10802.0,10802.0,3536.0,2015.1904761904761,60609.0,3536.0,"4500 S Wallace St, Chicago IL, 60609","4500 S Wallace St, Chicago IL, 60609","4500 S Wallace St, Chicago IL, 60609","4500 S Wallace St, Chicago IL, 60609","4500 S Wallace St, Chicago IL, 60609","4500 S Wallace St, Chicago IL, 60609","4500swallacest,chicagoil,60609","4500 S Wallace St, Chicago IL, 60609","41.812397,-87.64107200000001",41.812397,-87.64107200000001
14,10803,285.6363636363636,260.625,18.727272727272727,54.948192568749995,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.272727272727273,18.0,257.25,100.63636363636364,295.09090909090907,272.625,2015.0,985.625,215.125,913.625,310.42424242424244,48.5,26.75,2015.090909090909,2016.0,42.125,72.0,10803.0,10803.0,3125.0,2015.1818181818182,60629.0,3125.0,"5515 S Sawyer Ave, Chicago IL, 60629","5515 S Sawyer Ave, Chicago IL, 60629","5515 S Sawyer Ave, Chicago IL, 60629","5515 S Sawyer Ave, Chicago IL, 60629","5515 S Sawyer Ave, Chicago IL, 60629","5515 S Sawyer Ave, Chicago IL, 60629","5515ssawyerave,chicagoil,60629","5515 S Sawyer Ave, Chicago IL, 60629","41.7927979,-87.70415780000002",41.7927979,-87.70415780000002
15,10805,302.17391304347825,295.625,2.3043478260869565,4.1012197312500005,1.0,1.0,6.608695652173913,2014.695652173913,2015.625,16.0,18.125,37.625,124.65217391304348,315.17391304347825,310.5,2015.0,73.75,30.625,54.375,45.30434782608695,271.875,19.375,2015.0869565217392,2016.0,7.0,19.375,10805.0,10805.0,1808.0,2015.1739130434783,60660.0,1808.0,"6216 N Glenwood Ave, Chicago IL, 60660","6216 N Glenwood Ave, Chicago IL, 60660","6216 N Glenwood Ave, Chicago IL, 60660","6216 N Glenwood Ave, Chicago IL, 60660","6216 N Glenwood Ave, Chicago IL, 60660","6216 N Glenwood Ave, Chicago IL, 60660","6216nglenwoodave,chicagoil,60660","6216 N Glenwood Ave, Chicago IL, 60660","41.9951404,-87.66565200000002",41.9951404,-87.66565200000002
16,10808,395.46666666666664,366.5,4.066666666666666,1.9525375941249998,1.0,1.0,6.333333333333333,2014.7,2015.625,15.966666666666667,18.25,73.0,153.13333333333333,418.1666666666667,388.875,2015.0,34.0,73.0,34.0,65.76666666666667,306.25,155.375,2015.0666666666666,2016.0,0.0,0.0,10808.0,10808.0,4841.0,2015.1333333333334,60622.0,4841.0,"2347 W Augusta Blvd, Chicago IL, 60622","2347 W Augusta Blvd, Chicago IL, 60622","2347 W Augusta Blvd, Chicago IL, 60622","2347 W Augusta Blvd, Chicago IL, 60622","2347 W Augusta Blvd, Chicago IL, 60622","2347 W Augusta Blvd, Chicago IL, 60622","2347waugustablvd,chicagoil,60622","2347 W Augusta Blvd, Chicago IL, 60622","41.8991248,-87.68603619999999",41.8991248,-87.68603619999999
17,10811,105.45454545454545,165.875,25.90909090909091,81.35584703250001,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,15.818181818181818,18.125,173.625,74.3529411764706,114.9090909090909,173.625,2015.0,1477.0,173.625,1477.0,417.04545454545456,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10811.0,10811.0,2804.0,2015.1818181818182,60653.0,2804.0,"750 E 40th St, Chicago IL, 60653","750 E 40th St, Chicago IL, 60653","750 E 40th St, Chicago IL, 60653","750 E 40th St, Chicago IL, 60653","750 E 40th St, Chicago IL, 60653","750 E 40th St, Chicago IL, 60653","750e40thst,chicagoil,60653","750 E 40th St, Chicago IL, 60653","41.8215042,-87.60770980000001",41.8215042,-87.60770980000001
18,10824,234.0,228.75,39.86363636363637,78.9265625,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.0,18.375,236.0,280.0,432.72727272727275,236.0,2015.0,1444.25,236.0,1444.25,644.7727272727273,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10824.0,10824.0,3705.0,2015.1818181818182,60640.0,3705.0,"4827 N Kenmore Ave, Chicago IL, 60640","4827 N Kenmore Ave, Chicago IL, 60640","4827 N Kenmore Ave, Chicago IL, 60640","4827 N Kenmore Ave, Chicago IL, 60640","4827 N Kenmore Ave, Chicago IL, 60640","4827 N Kenmore Ave, Chicago IL, 60640","4827nkenmoreave,chicagoil,60640","4827 N Kenmore Ave, Chicago IL, 60640","41.969738,-87.65580119999998",41.969738,-87.65580119999998
19,10827,162.11111111111111,165.75,0.5555555555555556,2.02976190475,1.0,1.0,6.703703703703703,2014.6666666666667,2015.625,15.666666666666666,18.25,41.75,57.22222222222222,169.33333333333334,176.5,2015.0,37.125,26.25,18.875,12.555555555555555,0.0,0.0,2015.0740740740741,2016.0,15.5,18.25,10827.0,10827.0,7096.0,2015.148148148148,60617.0,7096.0,"3750 E 112th St, Chicago IL, 60617","3750 E 112th St, Chicago IL, 60617","3750 E 112th St, Chicago IL, 60617","3750 E 112th St, Chicago IL, 60617","3750 E 112th St, Chicago IL, 60617","3750 E 112th St, Chicago IL, 60617","3750e112thst,chicagoil,60617","3750 E 112th St, Chicago IL, 60617","41.6922803,-87.53197009999997",41.6922803,-87.53197009999997
20,10828,208.27272727272728,210.0,32.95454545454545,73.35669381875,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.272727272727273,18.625,224.375,136.72222222222223,223.72727272727272,224.375,2015.0,1361.75,224.375,1361.75,539.1363636363636,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10828.0,10828.0,2506.0,2015.1818181818182,60608.0,2506.0,"2211 W 18th Pl, Chicago IL, 60608","2211 W 18th Pl, Chicago IL, 60608","2211 W 18th Pl, Chicago IL, 60608","2211 W 18th Pl, Chicago IL, 60608","2211 W 18th Pl, Chicago IL, 60608","2211 W 18th Pl, Chicago IL, 60608","2211w18thpl,chicagoil,60608","2211 W 18th Pl, Chicago IL, 60608","41.8565017,-87.68133219999999",41.8565017,-87.68133219999999
21,10829,356.54545454545456,317.75,90.31818181818181,124.17931010000001,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.0,18.25,328.125,224.72222222222223,367.72727272727275,328.125,2015.0,2265.375,328.125,2265.375,1496.5,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10829.0,10829.0,1108.0,2015.1818181818182,60651.0,1108.0,"1332 N Massasoit Ave, Chicago IL, 60651","1332 N Massasoit Ave, Chicago IL, 60651","1332 N Massasoit Ave, Chicago IL, 60651","1332 N Massasoit Ave, Chicago IL, 60651","1332 N Massasoit Ave, Chicago IL, 60651","1332 N Massasoit Ave, Chicago IL, 60651","1332nmassasoitave,chicagoil,60651","1332 N Massasoit Ave, Chicago IL, 60651","41.9043552,-87.77001940000002",41.9043552,-87.77001940000002
22,10835,104.36363636363636,119.375,7.909090909090909,20.0472719775,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,15.909090909090908,18.5,126.0,72.58823529411765,112.18181818181819,126.0,2015.0,370.25,126.0,370.25,132.13636363636363,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10835.0,10835.0,7990.0,2015.1818181818182,60619.0,7990.0,"9037 S Harper Ave, Chicago IL, 60619","9037 S Harper Ave, Chicago IL, 60619","9037 S Harper Ave, Chicago IL, 60619","9037 S Harper Ave, Chicago IL, 60619","9037 S Harper Ave, Chicago IL, 60619","9037 S Harper Ave, Chicago IL, 60619","9037sharperave,chicagoil,60619","9037 S Harper Ave, Chicago IL, 60619","41.7301071,-87.5862856",41.7301071,-87.5862856
23,10836,459.3703703703704,442.125,28.296296296296298,69.555555555,1.0,1.0,6.777777777777778,2014.7407407407406,2015.625,15.88888888888889,18.5,380.0,201.55555555555554,482.0,468.125,2015.0,1287.125,300.5,1259.875,458.8888888888889,47.0,7.875,2015.111111111111,2016.0,79.5,27.25,10836.0,10836.0,4631.0,2015.2222222222222,60623.0,4631.0,"2643 S Central Park Ave, Chicago IL, 60623","2643 S Central Park Ave, Chicago IL, 60623","2643 S Central Park Ave, Chicago IL, 60623","2643 S Central Park Ave, Chicago IL, 60623","2643 S Central Park Ave, Chicago IL, 60623","2643 S Central Park Ave, Chicago IL, 60623","2643scentralparkave,chicagoil,60623","2643 S Central Park Ave, Chicago IL, 60623","41.8431425,-87.71444050000002",41.8431425,-87.71444050000002
24,10842,140.57142857142858,136.5,34.07142857142857,41.968985884999995,1.0,1.0,6.642857142857143,2014.7142857142858,2015.625,15.142857142857142,18.25,135.875,140.58333333333334,160.78571428571428,142.75,2015.0,764.5,135.875,764.5,563.8571428571429,0.0,0.0,2015.0714285714287,2016.0,0.0,0.0,10842.0,10842.0,2216.0,2015.142857142857,60628.0,2216.0,"10212 S Vernon Ave, Chicago IL, 60628","10212 S Vernon Ave, Chicago IL, 60628","10212 S Vernon Ave, Chicago IL, 60628","10212 S Vernon Ave, Chicago IL, 60628","10212 S Vernon Ave, Chicago IL, 60628","10212 S Vernon Ave, Chicago IL, 60628","10212svernonave,chicagoil,60628","10212 S Vernon Ave, Chicago IL, 60628","41.70882750000001,-87.613022",41.70882750000001,-87.613022
25,10858,208.27272727272728,205.375,14.227272727272727,25.0,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,15.636363636363637,18.25,211.625,141.41176470588235,218.54545454545453,211.625,2015.0,456.25,211.625,456.25,225.9090909090909,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10858.0,10858.0,1490.0,2015.1818181818182,60643.0,1490.0,"9833 S Throop St, Chicago IL, 60643","9833 S Throop St, Chicago IL, 60643","9833 S Throop St, Chicago IL, 60643","9833 S Throop St, Chicago IL, 60643","9833 S Throop St, Chicago IL, 60643","9833 S Throop St, Chicago IL, 60643","9833sthroopst,chicagoil,60643","9833 S Throop St, Chicago IL, 60643","41.7146074,-87.65441099999998",41.7146074,-87.65441099999998
26,10868,229.45454545454547,219.25,67.31818181818181,130.149789925,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.09090909090909,18.125,239.75,160.2941176470588,250.72727272727272,239.75,2015.0,2356.75,239.75,2356.75,1108.590909090909,0.0,35.375,2015.090909090909,2016.0,0.0,0.0,10868.0,10868.0,2236.0,2015.1818181818182,60612.0,2236.0,"2252 W Washington Blvd, Chicago IL, 60612","2252 W Washington Blvd, Chicago IL, 60612","2252 W Washington Blvd, Chicago IL, 60612","2252 W Washington Blvd, Chicago IL, 60612","2252 W Washington Blvd, Chicago IL, 60612","2252 W Washington Blvd, Chicago IL, 60612","2252wwashingtonblvd,chicagoil,60612","2252 W Washington Blvd, Chicago IL, 60612","41.8832967,-87.68372640000001",41.8832967,-87.68372640000001
27,10886,299.09090909090907,297.875,18.363636363636363,19.39564565,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,15.818181818181818,18.375,74.5,85.36363636363636,304.45454545454544,303.0,2015.0,356.5,74.5,356.5,300.45454545454544,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10886.0,10886.0,1903.0,2015.1818181818182,60616.0,1903.0,"247 W 23rd St, Chicago IL, 60616","247 W 23rd St, Chicago IL, 60616","247 W 23rd St, Chicago IL, 60616","247 W 23rd St, Chicago IL, 60616","247 W 23rd St, Chicago IL, 60616","247 W 23rd St, Chicago IL, 60616","247w23rdst,chicagoil,60616","247 W 23rd St, Chicago IL, 60616","41.8497783,-87.63378319999998",41.8497783,-87.63378319999998
28,10893,312.8181818181818,303.5,11.454545454545455,37.34257664625,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.181818181818183,18.25,208.75,111.57575757575758,329.1818181818182,319.375,2015.0,677.75,159.375,567.25,193.0,113.125,96.0,2015.090909090909,2016.0,49.375,110.5,10893.0,10893.0,4535.0,2015.1818181818182,60632.0,4535.0,"5025 S Kenneth Ave, Chicago IL, 60632","5025 S Kenneth Ave, Chicago IL, 60632","5025 S Kenneth Ave, Chicago IL, 60632","5025 S Kenneth Ave, Chicago IL, 60632","5025 S Kenneth Ave, Chicago IL, 60632","5025 S Kenneth Ave, Chicago IL, 60632","5025skennethave,chicagoil,60632","5025 S Kenneth Ave, Chicago IL, 60632","41.8019617,-87.7343004",41.8019617,-87.7343004
29,10896,193.63636363636363,194.625,18.818181818181817,32.41071428625,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,15.818181818181818,18.125,206.375,130.47058823529412,201.63636363636363,206.375,2015.0,584.375,206.375,584.375,303.40909090909093,9.625,1.0,2015.090909090909,2016.0,0.0,0.0,10896.0,10896.0,2325.0,2015.1818181818182,60647.0,2325.0,"2446 N Ridgeway Ave, Chicago IL, 60647","2446 N Ridgeway Ave, Chicago IL, 60647","2446 N Ridgeway Ave, Chicago IL, 60647","2446 N Ridgeway Ave, Chicago IL, 60647","2446 N Ridgeway Ave, Chicago IL, 60647","2446 N Ridgeway Ave, Chicago IL, 60647","2446nridgewayave,chicagoil,60647","2446 N Ridgeway Ave, Chicago IL, 60647","41.9258244,-87.7210058",41.9258244,-87.7210058
30,10897,180.8181818181818,167.5,24.636363636363637,56.13805961,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.363636363636363,18.375,180.0,128.23529411764707,198.1818181818182,180.0,2015.0,1028.125,180.0,1028.125,408.40909090909093,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10897.0,10897.0,4404.0,2015.1818181818182,60617.0,4404.0,"9050 S Burley Ave, Chicago IL, 60617","9050 S Burley Ave, Chicago IL, 60617","9050 S Burley Ave, Chicago IL, 60617","9050 S Burley Ave, Chicago IL, 60617","9050 S Burley Ave, Chicago IL, 60617","9050 S Burley Ave, Chicago IL, 60617","9050sburleyave,chicagoil,60617","9050 S Burley Ave, Chicago IL, 60617","41.7304119,-87.54591820000002",41.7304119,-87.54591820000002
31,10901,191.54545454545453,211.625,17.545454545454547,31.6546052625,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,16.181818181818183,18.375,179.125,140.8181818181818,201.63636363636363,223.75,2015.0,569.0,155.5,539.25,287.8181818181818,15.375,4.875,2015.090909090909,2016.0,23.625,29.75,10901.0,10901.0,2150.0,2015.1818181818182,60638.0,2150.0,"4810 S Leamington Ave, Chicago IL, 60638","4810 S Leamington Ave, Chicago IL, 60638","4810 S Leamington Ave, Chicago IL, 60638","4810 S Leamington Ave, Chicago IL, 60638","4810 S Leamington Ave, Chicago IL, 60638","4810 S Leamington Ave, Chicago IL, 60638","4810sleamingtonave,chicagoil,60638","4810 S Leamington Ave, Chicago IL, 60638","41.8051053,-87.75213539999999",41.8051053,-87.75213539999999
32,10906,83.81818181818181,94.875,13.772727272727273,33.41550751875,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,18.09090909090909,18.375,108.125,60.23529411764706,93.0909090909091,108.125,2015.0,615.25,108.125,615.25,254.72727272727272,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10906.0,10906.0,3010.0,2015.1818181818182,60649.0,3010.0,"2110 E 72nd St, Chicago IL, 60649","2110 E 72nd St, Chicago IL, 60649","2110 E 72nd St, Chicago IL, 60649","2110 E 72nd St, Chicago IL, 60649","2110 E 72nd St, Chicago IL, 60649","2110 E 72nd St, Chicago IL, 60649","2110e72ndst,chicagoil,60649","2110 E 72nd St, Chicago IL, 60649","41.7648992,-87.57320650000003",41.7648992,-87.57320650000003
33,10908,209.54545454545453,202.0,57.75757575757576,133.72668803750003,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,15.818181818181818,18.25,158.125,74.48484848484848,222.0909090909091,211.875,2015.0,2434.75,104.875,1787.5,926.0,54.625,322.625,2015.090909090909,2016.0,53.25,647.25,10908.0,10908.0,2903.0,2015.1818181818182,60608.0,2903.0,"1919 S Ashland Ave, Chicago IL, 60608","1919 S Ashland Ave, Chicago IL, 60608","1919 S Ashland Ave, Chicago IL, 60608","1919 S Ashland Ave, Chicago IL, 60608","1919 S Ashland Ave, Chicago IL, 60608","1919 S Ashland Ave, Chicago IL, 60608","1919sashlandave,chicagoil,60608","1919 S Ashland Ave, Chicago IL, 60608","41.8553013,-87.66578879999997",41.8553013,-87.66578879999997
34,10910,217.9090909090909,213.75,108.04545454545455,207.27263081249998,1.0,1.0,6.454545454545454,2014.7272727272727,2015.625,15.909090909090908,18.125,223.5,148.8235294117647,230.0,223.5,2015.0,3756.375,223.5,3756.375,1738.5,0.0,0.0,2015.090909090909,2016.0,0.0,0.0,10910.0,10910.0,2131.0,2015.1818181818182,60608.0,2131.0,"1625 S Allport St, Chicago IL, 60608","1625 S Allport St, Chicago IL, 60608","1625 S Allport St, Chicago IL, 60608","1625 S Allport St, Chicago IL, 60608","1625 S Allport St, Chicago IL, 60608","1625 S Allport St, Chicago IL, 60608","1625sallportst,chicagoil,60608","1625 S Allport St, Chicago IL, 60608","41.8590802,-87.65733669999997",41.8590802,-87.65733669999997
